"Area","Year","Period","Period Value","Unemployment Rate","Adjusted","Preliminary","Benchmark"
"Bayfield County","2016","May","201605","5.80","0","0","2021"
"Bayfield County","2016","April","201604","7.90","0","0","2021"
"Bayfield County","2016","March","201603","9.10","0","0","2021"
"Bayfield County","2016","February","201602","9.10","0","0","2021"
"Bayfield County","2016","January","201601","9.10","0","0","2021"
"Bayfield County","2015","December","201512","8.10","0","0","2021"
"Bayfield County","2015","November","201511","7.40","0","0","2021"
"Bayfield County","2015","October","201510","5.90","0","0","2021"
"Bayfield County","2015","September","201509","5.90","0","0","2021"
"Bayfield County","2015","August","201508","6.90","0","0","2021"
"Bayfield County","2015","July","201507","7.30","0","0","2021"
"Bayfield County","2015","June","201506","7.90","0","0","2021"
"Bayfield County","2015","May","201505","7.60","0","0","2021"
"Bayfield County","2015","April","201504","9","0","0","2021"
"Bayfield County","2015","March","201503","10.20","0","0","2021"
"Bayfield County","2015","February","201502","10.80","0","0","2021"
"Bayfield County","2015","January","201501","10.70","0","0","2021"
"Bayfield County","2014","December","201412","9.50","0","0","2021"
"Bayfield County","2014","November","201411","8.50","0","0","2021"
"Bayfield County","2014","October","201410","6.60","0","0","2021"
"Bayfield County","2014","September","201409","6.70","0","0","2021"
"Bayfield County","2014","August","201408","7.80","0","0","2021"
"Bayfield County","2014","July","201407","8.30","0","0","2021"
"Bayfield County","2014","June","201406","9","0","0","2021"
"Bayfield County","2014","May","201405","9.30","0","0","2021"
"Bayfield County","2014","April","201404","11","0","0","2021"
"Bayfield County","2014","March","201403","12.20","0","0","2021"
"Bayfield County","2014","February","201402","12.40","0","0","2021"
"Bayfield County","2014","January","201401","12.20","0","0","2021"
"Bayfield County","2013","December","201312","11.60","0","0","2021"
"Bayfield County","2013","November","201311","11.10","0","0","2021"
"Bayfield County","2013","October","201310","8.70","0","0","2021"
"Bayfield County","2013","September","201309","8.20","0","0","2021"
"Bayfield County","2013","August","201308","9.10","0","0","2021"
"Bayfield County","2013","July","201307","8.90","0","0","2021"
"Bayfield County","2013","June","201306","10.20","0","0","2021"
"Bayfield County","2013","May","201305","10.40","0","0","2021"
"Bayfield County","2013","April","201304","12.50","0","0","2021"
"Bayfield County","2013","March","201303","13","0","0","2021"
"Bayfield County","2013","February","201302","13.60","0","0","2021"
"Bayfield County","2013","January","201301","13.90","0","0","2021"
"Bayfield County","2012","December","201212","12","0","0","2021"
"Bayfield County","2012","November","201211","10.50","0","0","2021"
"Bayfield County","2012","October","201210","8","0","0","2021"
"Bayfield County","2012","September","201209","7.80","0","0","2021"
"Bayfield County","2012","August","201208","8.90","0","0","2021"
"Bayfield County","2012","July","201207","9.50","0","0","2021"
"Bayfield County","2012","June","201206","10","0","0","2021"
"Bayfield County","2012","May","201205","9.90","0","0","2021"
"Bayfield County","2012","April","201204","11.50","0","0","2021"
"Bayfield County","2012","March","201203","13.10","0","0","2021"
"Bayfield County","2012","February","201202","13.30","0","0","2021"
"Bayfield County","2012","January","201201","13.10","0","0","2021"
"Bayfield County","2011","December","201112","11.20","0","0","2021"
"Bayfield County","2011","November","201111","10","0","0","2021"
"Bayfield County","2011","October","201110","8","0","0","2021"
"Bayfield County","2011","September","201109","8.10","0","0","2021"
"Bayfield County","2011","August","201108","8.80","0","0","2021"
"Bayfield County","2011","July","201107","9.20","0","0","2021"
"Bayfield County","2011","June","201106","10","0","0","2021"
"Bayfield County","2011","May","201105","10.20","0","0","2021"
"Bayfield County","2011","April","201104","12.10","0","0","2021"
"Bayfield County","2011","March","201103","12.70","0","0","2021"
"Bayfield County","2011","February","201102","13.20","0","0","2021"
"Bayfield County","2011","January","201101","13","0","0","2021"
"Bayfield County","2010","December","201012","11.30","0","0","2021"
"Bayfield County","2010","November","201011","10.60","0","0","2021"
"Bayfield County","2010","October","201010","8.50","0","0","2021"
"Bayfield County","2010","September","201009","8.10","0","0","2021"
"Bayfield County","2010","August","201008","8.70","0","0","2021"
"Bayfield County","2010","July","201007","8.90","0","0","2021"
"Bayfield County","2010","June","201006","9.50","0","0","2021"
"Bayfield County","2010","May","201005","10.10","0","0","2021"
"Bayfield County","2010","April","201004","12.20","0","0","2021"
"Bayfield County","2010","March","201003","14.10","0","0","2021"
"Bayfield County","2010","February","201002","14.30","0","0","2021"
"Bayfield County","2010","January","201001","14.20","0","0","2021"
"Brown County","2022","July","202207","3","0","1","2021"
"Brown County","2022","June","202206","3.20","0","0","2021"
"Brown County","2022","May","202205","2.60","0","0","2021"
"Brown County","2022","April","202204","2.60","0","0","2021"
"Brown County","2022","March","202203","2.90","0","0","2021"
"Brown County","2022","February","202202","2.90","0","0","2021"
"Brown County","2022","January","202201","2.70","0","0","2021"
"Brown County","2021","December","202112","2","0","0","2021"
"Brown County","2021","November","202111","2.20","0","0","2021"
"Brown County","2021","October","202110","2.50","0","0","2021"
"Brown County","2021","September","202109","2.80","0","0","2021"
"Brown County","2021","August","202108","3.40","0","0","2021"
"Brown County","2021","July","202107","3.50","0","0","2021"
"Brown County","2021","June","202106","4.10","0","0","2021"
"Brown County","2021","May","202105","3.70","0","0","2021"
"Brown County","2021","April","202104","3.70","0","0","2021"
"Brown County","2021","March","202103","4.30","0","0","2021"
"Brown County","2021","February","202102","4.40","0","0","2021"
"Brown County","2021","January","202101","4.10","0","0","2021"
"Brown County","2020","December","202012","3.90","0","0","2021"
"Brown County","2020","November","202011","4","0","0","2021"
"Brown County","2020","October","202010","4.30","0","0","2021"
"Brown County","2020","September","202009","5","0","0","2021"
"Brown County","2020","August","202008","5.80","0","0","2021"
"Brown County","2020","July","202007","7.70","0","0","2021"
"Brown County","2020","June","202006","8.70","0","0","2021"
"Brown County","2020","May","202005","11","0","0","2021"
"Brown County","2020","April","202004","13.50","0","0","2021"
"Brown County","2020","March","202003","3.30","0","0","2021"
"Brown County","2020","February","202002","2.90","0","0","2021"
"Brown County","2020","January","202001","2.90","0","0","2021"
"Brown County","2019","December","201912","2.50","0","0","2021"
"Brown County","2019","November","201911","2.60","0","0","2021"
"Brown County","2019","October","201910","2.60","0","0","2021"
"Brown County","2019","September","201909","2.80","0","0","2021"
"Brown County","2019","August","201908","3.20","0","0","2021"
"Brown County","2019","July","201907","3.40","0","0","2021"
"Brown County","2019","June","201906","3.60","0","0","2021"
"Brown County","2019","May","201905","3.10","0","0","2021"
"Brown County","2019","April","201904","2.70","0","0","2021"
"Brown County","2019","March","201903","3.10","0","0","2021"
"Brown County","2019","February","201902","3","0","0","2021"
"Brown County","2019","January","201901","2.90","0","0","2021"
"Brown County","2018","December","201812","2.40","0","0","2021"
"Brown County","2018","November","201811","2.30","0","0","2021"
"Brown County","2018","October","201810","2.40","0","0","2021"
"Brown County","2018","September","201809","2.40","0","0","2021"
"Brown County","2018","August","201808","2.80","0","0","2021"
"Brown County","2018","July","201807","2.90","0","0","2021"
"Brown County","2018","June","201806","3.30","0","0","2021"
"Brown County","2018","May","201805","2.60","0","0","2021"
"Brown County","2018","April","201804","2.70","0","0","2021"
"Brown County","2018","March","201803","2.90","0","0","2021"
"Brown County","2018","February","201802","3.10","0","0","2021"
"Brown County","2018","January","201801","2.80","0","0","2021"
"Brown County","2017","December","201712","2.40","0","0","2021"
"Brown County","2017","November","201711","2.50","0","0","2021"
"Brown County","2017","October","201710","2.50","0","0","2021"
"Brown County","2017","September","201709","2.60","0","0","2021"
"Brown County","2017","August","201708","2.90","0","0","2021"
"Brown County","2017","July","201707","3.10","0","0","2021"
"Brown County","2017","June","201706","3.30","0","0","2021"
"Brown County","2017","May","201705","2.80","0","0","2021"
"Brown County","2017","April","201704","2.70","0","0","2021"
"Brown County","2017","March","201703","3.20","0","0","2021"
"Brown County","2017","February","201702","3.60","0","0","2021"
"Brown County","2017","January","201701","3.40","0","0","2021"
"Brown County","2016","December","201612","3","0","0","2021"
"Brown County","2016","November","201611","3","0","0","2021"
"Brown County","2016","October","201610","3.20","0","0","2021"
"Brown County","2016","September","201609","3.30","0","0","2021"
"Brown County","2016","August","201608","3.50","0","0","2021"
"Brown County","2016","July","201607","3.60","0","0","2021"
"Brown County","2016","June","201606","4","0","0","2021"
"Brown County","2016","May","201605","3.40","0","0","2021"
"Brown County","2016","April","201604","3.50","0","0","2021"
"Brown County","2016","March","201603","3.90","0","0","2021"
"Brown County","2016","February","201602","4.10","0","0","2021"
"Brown County","2016","January","201601","3.90","0","0","2021"
"Brown County","2015","December","201512","3.50","0","0","2021"
"Brown County","2015","November","201511","3.50","0","0","2021"
"Brown County","2015","October","201510","3.40","0","0","2021"
"Brown County","2015","September","201509","3.50","0","0","2021"
"Brown County","2015","August","201508","3.70","0","0","2021"
"Brown County","2015","July","201507","4","0","0","2021"
"Brown County","2015","June","201506","4.30","0","0","2021"
"Brown County","2015","May","201505","4.20","0","0","2021"
"Brown County","2015","April","201504","3.80","0","0","2021"
"Brown County","2015","March","201503","4.50","0","0","2021"
"Brown County","2015","February","201502","4.70","0","0","2021"
"Brown County","2015","January","201501","4.60","0","0","2021"
"Brown County","2014","December","201412","3.90","0","0","2021"
"Brown County","2014","November","201411","3.90","0","0","2021"
"Brown County","2014","October","201410","3.90","0","0","2021"
"Brown County","2014","September","201409","4.10","0","0","2021"
"Brown County","2014","August","201408","4.60","0","0","2021"
"Brown County","2014","July","201407","4.90","0","0","2021"
"Brown County","2014","June","201406","5","0","0","2021"
"Brown County","2014","May","201405","4.80","0","0","2021"
"Brown County","2014","April","201404","4.90","0","0","2021"
"Brown County","2014","March","201403","5.80","0","0","2021"
"Brown County","2014","February","201402","6","0","0","2021"
"Brown County","2014","January","201401","5.60","0","0","2021"
"Brown County","2013","December","201312","5.40","0","0","2021"
"Brown County","2013","November","201311","5.40","0","0","2021"
"Brown County","2013","October","201310","5.40","0","0","2021"
"Brown County","2013","September","201309","5.40","0","0","2021"
